time,duration,x,y,avg_dilation
441840,399,89,641,0.178098214
442338,120,121,684,0.124598214
442757,100,148,678,0.036098214
443415,140,774,615,0.024098214
443754,140,779,564,0.038401786
444053,339,766,571,0.114401786
445130,160,803,547,0.014598214
445628,140,782,569,0.005598214
445867,120,784,574,0.002401786
446007,140,794,556,0.034901786
446166,199,790,577,
446565,100,748,553,0.030598214
446904,100,152,701,0.058901786
447024,120,117,680,0.001401786
447602,100,146,682,0.153901786
449077,259,447,256,
449436,199,440,248,
449735,100,452,218,
449875,239,265,213,0.199401786
450473,139,58,218,0.064098214
450931,140,266,222,0.074901786
451410,259,260,197,0.100401786
451689,379,254,198,
453444,159,266,207,0.100598214
453643,259,254,219,
453962,159,246,217,
454141,419,248,220,0.000598214
454640,100,285,219,0.019598214
454999,140,275,217,0.034098214
455377,279,264,220,0.003098214
456095,179,251,221,
456295,259,60,237,0.101098214
457710,658,259,220,
458667,159,102,226,0.240598214
458847,140,250,212,0.187098214
459006,219,249,217,0.246098214
459245,179,282,215,0.117598214
459445,140,82,239,
459644,239,75,634,0.096598214
459963,160,74,564,0.080098214
460142,100,87,579,
460302,219,94,779,0.004401786
460541,219,100,757,0.053598214
461339,259,111,759,
468596,100,377,219,
468716,259,441,223,0.110098214
469035,279,287,211,0.032901786
469354,160,66,224,0.093098214
469553,180,530,205,0.038098214
469752,239,619,207,0.049098214
470032,359,266,214,0.107098214
470430,359,69,216,0.058098214
470829,419,274,219,0.020401786
471288,259,446,213,0.079098214
471587,199,221,220,0.080098214
471806,299,73,236,0.069098214
472145,239,279,227,0.043098214
472404,239,324,228,0.035901786
472683,140,196,235,0.041901786
472843,279,83,241,0.025098214
473162,219,278,234,0.088098214
473401,120,342,232,0.114098214
477309,160,116,662,0.135598214
477648,140,130,683,
477987,179,736,623,0.226598214
478266,279,767,602,0.017901786
478565,100,752,585,0.029098214
478784,219,732,557,0.039901786
479103,259,754,559,0.052901786
479382,219,769,601,0.012598214
479980,159,756,559,
480160,299,758,553,0.010901786
480479,179,775,568,0.042401786
480698,159,762,608,0.005401786
481077,199,765,612,0.045598214
481336,140,773,588,0.017098214
481575,498,777,602,0.068598214
482094,160,787,587,0.046098214
482373,160,770,608,0.028901786
482552,100,764,620,0.020598214
483190,180,800,658,0.052598214
483390,180,797,643,0.034401786
483988,120,743,663,0.032401786
484167,100,763,634,0.140901786
484327,239,751,644,
484586,139,746,661,0.142401786
484765,100,748,672,0.140901786
484925,120,741,652,0.045901786
485064,100,742,650,0.004901786
485463,179,811,672,0.070098214
485663,140,847,660,0.031901786
485822,179,809,647,0.086598214
486221,179,769,645,0.027901786
486619,479,724,553,0.002098214
487317,100,775,646,0.127098214
487517,100,122,687,
487676,120,123,676,0.074098214
488573,259,113,661,0.019401786
490228,160,305,228,0.076598214
490507,180,446,237,
490806,139,592,230,0.022598214
491006,199,261,241,0.077598214
491245,439,95,237,0.090098214
491704,279,281,233,0.079598214
492003,180,329,241,0.043098214
492202,618,427,254,0.087598214
492840,239,439,233,0.030598214
493099,239,288,200,0.011901786
493398,279,88,222,0.075598214
493717,279,265,201,0.060098214
494016,160,319,203,0.091098214
495013,259,143,733,0.071901786
495392,159,144,760,
496050,219,157,728,
496947,120,769,629,0.074401786
497246,100,777,646,0.076901786
497765,100,797,678,0.020901786
497964,100,778,632,0.025401786
498143,120,765,597,0.000598214
498383,100,777,590,0.023901786
498642,199,744,608,0.075401786
498981,179,777,613,0.143098214
499200,339,793,631,0.053598214
500815,199,739,557,0.098098214
501174,120,728,596,0.030098214
501612,140,713,572,0.064598214
501872,179,706,568,0.101098214
502071,179,721,569,0.154098214
502470,219,721,584,0.179098214
502809,100,721,607,0.124598214
503128,140,710,555,0.135598214
503287,100,704,563,0.199598214
503447,140,711,562,0.147598214
503726,100,721,562,0.033098214
503905,259,738,565,0.022598214
504184,100,781,571,0.030401786
504583,140,761,582,0.003598214
504802,120,744,585,0.015098214
505022,160,764,602,0.011401786
505500,259,795,620,0.056598214
505919,159,796,669,0.022598214
506278,100,770,612,0.062098214
506437,159,732,600,0.007901786
506796,219,745,599,0.034401786
507036,140,749,604,0.167401786
507315,199,774,614,0.032901786
507534,120,742,585,0.110401786
507674,120,730,609,0.015098214
507893,120,724,583,0.024598214
508072,140,721,571,0.024098214
508232,219,724,557,0.103901786
508471,199,752,557,0.030901786
509508,120,74,643,0.034401786
509986,100,115,705,0.065098214
517981,140,423,203,0.008098214
518141,279,290,208,0.087901786
518460,180,88,255,0.028401786
518699,279,462,200,0.091901786
518998,578,617,183,0.060598214
519616,199,477,223,0.066098214
519835,299,513,231,0.148098214
520154,578,443,207,0.183598214
520772,259,279,219,0.003098214
521072,140,87,233,0.015901786
521430,159,237,227,0.033401786
521610,1196,270,200,0.058098214
522846,359,87,230,0.045098214
523245,658,287,226,0.047598214
523962,239,100,233,0.055098214
524242,359,269,224,0.075098214
524620,199,103,223,0.160098214
525039,180,108,697,0.238098214
525238,100,124,716,0.056098214
525936,160,99,645,0.055901786
526156,100,91,552,
526435,120,88,539,
526774,180,107,828,0.062598214
527152,120,116,848,0.168098214
527511,159,131,896,0.108098214
527691,100,121,892,0.134098214
535028,199,45,617,0.110098214
535247,120,40,612,0.123598214
535447,199,52,612,0.026598214
535666,638,46,525,0.118598214
536802,100,32,507,0.150598214
536922,140,37,508,0.058598214
543043,100,717,591,0.081598214
543162,140,723,588,0.037598214
543421,239,708,516,0.029901786
544040,120,58,674,0.111598214
544498,140,432,248,
544777,239,278,224,0.085598214
545335,299,451,222,
545654,179,442,213,0.022401786
546073,140,274,215,0.044098214
546332,179,81,229,0.091598214
546532,100,273,210,0.086098214
546771,498,621,231,0.125098214
547289,239,620,228,0.001598214
547548,259,517,266,0.083098214
547828,279,446,222,0.044098214
548186,179,449,228,0.033598214
548426,279,262,222,0.050598214
548745,678,71,240,0.068598214
549442,299,103,246,0.058598214
549841,199,259,227,0.076598214
550061,120,94,238,0.075598214
550459,259,82,248,0.049598214
550758,160,261,231,0.001401786
551137,279,449,233,0.106598214
551456,459,265,226,0.003598214
552234,100,70,661,0.261598214
552493,179,78,662,0.075598214
552692,120,83,670,0.081598214
552852,120,86,654,0.021598214
553151,159,82,643,0.066098214
553330,179,96,645,
553629,180,88,640,0.075098214
553968,100,97,672,0.019098214
554088,120,100,671,0.112598214
554447,179,124,777,0.065098214
554646,160,115,760,0.115598214
554985,259,118,756,0.002098214
555364,100,126,769,0.095098214
556162,140,118,822,0.106401786
556540,159,75,606,0.156598214
556780,139,82,614,0.091598214
557059,140,84,552,0.081598214
557278,160,102,590,0.029598214
557457,100,113,574,0.069598214
557617,219,116,570,0.094098214
558076,219,79,528,0.007901786
558833,199,105,562,0.156598214
559152,179,699,530,0.115598214
559371,120,720,547,0.047098214
559611,120,735,541,
560109,180,723,520,0.082901786
560368,219,741,527,0.030901786
560767,100,749,574,0.065098214
561904,239,727,538,
562202,140,732,559,0.023401786
562601,199,748,571,9.82E-05
562920,219,769,589,0.118598214
563219,100,785,573,0.136598214
563339,200,773,602,0.094098214
563698,179,793,620,0.163598214
563897,100,779,606,0.081098214
564017,120,769,591,0.002598214
564316,199,726,529,0.125598214
564555,140,737,535,0.051598214
564874,219,750,543,0.047598214
565213,239,717,539,0.130598214
565472,160,737,573,0.208098214
565692,140,725,580,0.245598214
565971,100,727,588,0.035598214
566190,259,732,575,0.001901786
566748,100,763,589,0.049598214
566948,219,745,545,0.058598214
567207,120,751,553,0.071098214
567346,339,742,557,0.005098214
568064,219,808,543,0.153098214
568443,120,724,595,0.063901786
568862,100,783,646,0.000901786
569300,100,780,628,0.028598214
569659,120,783,656,0.094401786
570257,100,437,239,
572371,180,772,681,0.259598214
572730,120,766,652,0.073098214
572869,140,785,684,0.021901786
573168,100,779,691,0.033598214
573388,120,782,673,0.021098214
573527,120,780,695,0.025098214
573786,120,785,627,0.007598214
574663,140,265,248,0.067901786
575142,100,252,224,0.073598214
575461,100,774,797,0.315598214
576338,160,731,833,0.054098214
577554,160,762,717,0.120598214
578133,100,738,685,0.076598214
578950,299,727,732,0.143098214
580186,159,766,721,0.000901786
580824,180,735,671,0.146901786
581063,100,805,691,0.116598214
581322,279,796,691,0.072598214
582260,140,802,706,0.288598214
583316,140,815,730,0.077598214
583675,140,838,731,0.152098214
584413,299,781,722,0.170598214
585350,159,777,662,0.122901786
585928,120,778,606,0.041901786
592129,120,722,541,0.133598214
592288,100,735,514,0.011401786
592647,120,741,500,0.061901786
593106,120,751,505,0.024598214
594162,120,736,528,0.060098214
594800,199,774,580,0.297098214
595398,100,725,592,0.259598214
595797,100,732,570,0.128598214
596056,379,743,591,0.063401786
596654,140,776,601,0.227598214
597352,120,713,529,0.167598214
598290,120,717,542,0.002401786
598588,120,725,568,0.113098214
598828,100,711,561,0.061598214
599047,259,707,574,0.092598214
599944,159,708,551,0.145598214
600124,140,736,558,0.082598214
600782,100,717,557,0.235098214
601200,259,741,602,0.068098214
601838,179,722,602,0.011401786
602117,140,708,598,0.047098214
602995,160,718,551,0.019401786
603274,180,734,591,0.043598214
604430,120,733,541,0.043598214
604689,100,700,529,0.067098214
605028,239,731,643,0.076598214
605507,179,97,584,0.040098214
606185,100,81,541,0.073901786
607062,199,743,522,0.056098214
607361,120,738,527,0.022098214
607660,140,67,508,0.095098214
608497,140,85,535,0.012401786
608876,120,88,537,0.093098214
609155,120,80,527,0.101598214
609474,160,727,511,0.131098214
609714,219,730,530,0.185598214
609953,140,737,535,0.035098214
611588,100,732,530,0.002098214
612206,100,731,529,0.358098214
612684,120,748,537,0.141598214
613761,239,751,653,0.035598214
614040,120,757,651,0.067901786
614319,100,718,524,0.008901786
614738,160,753,556,0.092098214
615196,100,755,626,0.160598214
616492,100,67,516,0.138098214
617070,140,58,534,0.239098214
629292,100,758,532,
629651,100,430,191,0.006401786
629950,120,272,206,0.126901786
630110,159,68,202,0.075401786
630309,100,62,203,0.068901786
630688,100,277,200,0.004401786
630808,140,318,200,0.027901786
630987,439,618,215,0.047401786
631485,199,324,204,0.019901786
631705,239,253,209,0.018901786
631984,459,75,210,0.029598214
632482,239,240,216,0.032098214
632741,120,280,211,0.019401786
633260,578,606,239,0.043901786
633858,359,615,240,0.019901786
634257,160,279,231,0.016401786
634655,120,84,238,0.027098214
634974,239,514,266,0.047901786
635234,498,251,222,0.059401786
635772,180,433,232,0.038901786
636250,179,744,545,0.117098214
636450,120,738,537,0.009598214
637925,299,82,248,0.088098214
638264,140,257,217,0.017098214
638444,459,260,217,
638962,339,78,222,0.008901786
639540,120,284,206,
639799,159,288,201,0.033401786
640178,199,336,190,0.011401786
640477,180,102,210,0.068598214
641016,100,89,182,0.137098214
641733,120,99,719,0.091098214
641893,120,94,649,
642511,100,98,777,0.084098214
642630,120,104,740,0.032098214
643288,160,82,660,
643827,120,50,546,0.017598214
644166,179,67,646,0.127598214
644604,140,112,750,0.275598214
645103,140,749,823,0.226598214
645462,140,772,696,0.102598214
646877,100,824,620,0.058598214
646997,100,802,617,0.022098214
647216,140,741,587,0.144401786
647954,339,721,532,0.039401786
648412,259,721,544,0.005098214
648691,399,706,533,0.011598214
649150,140,711,744,0.077098214
649409,180,717,671,0.040098214
649648,100,743,638,0.012901786
649848,180,749,626,0.095901786
651243,100,691,514,0.114401786
651483,179,712,599,0.050401786
652300,120,64,529,0.054098214
652878,159,106,656,0.170098214
653337,100,117,757,0.189598214
653835,100,777,622,0.037598214
654134,100,577,258,0.009598214
654274,180,456,210,0.014598214
654553,199,272,202,0.015598214
654932,678,615,213,
656965,160,238,200,0.233598214
657265,179,86,216,0.127598214
657564,678,62,228,
658361,160,83,220,0.056598214
658800,339,254,212,0.087598214
659537,239,246,213,0.047098214
659996,299,250,217,0.198598214
660454,279,89,251,0.132598214
660873,160,102,250,0.214598214
661272,159,103,242,0.183098214
661870,159,85,233,0.150098214
662249,180,244,222,
662468,159,281,221,
662867,120,99,755,0.190598214
663086,239,97,672,0.053098214
663485,100,102,658,0.142098214
663605,120,99,645,0.091098214
663884,140,107,693,0.015098214
664103,419,119,726,0.147598214
665818,120,102,704,0.035598214
666216,259,94,702,0.017598214
668828,160,577,739,0.054901786
670024,100,506,714,0.022598214
670244,219,503,730,0.082901786
670483,479,500,740,
672178,120,497,777,
675248,140,286,198,0.014401786
675926,120,767,628,0.005598214
676464,100,730,600,0.005401786
676604,100,726,603,0.012598214
678717,100,503,206,0.238598214
678837,120,460,185,0.094598214
678996,339,612,205,0.137098214
679375,339,287,197,0.215098214
679754,538,78,194,0.189598214
680312,399,248,184,0.253598214
686632,100,155,222,0.087098214
687091,199,257,210,0.015401786
692374,100,96,685,0.022598214
692494,119,112,716,0.041901786
692773,180,111,709,0.137598214
694827,100,125,709,
695604,179,775,613,
696143,339,776,610,0.042401786
696820,219,765,621,0.052098214
697299,120,768,623,
698136,100,788,614,0.090598214
698555,140,839,621,0.152598214
699333,160,766,615,0.106598214
699512,100,788,682,0.075098214
700549,120,789,673,0.008098214
701606,279,59,227,
701984,100,133,724,0.062598214
702104,100,118,718,0.215598214
702224,199,104,708,0.101598214
703639,140,789,684,0.121401786
703798,100,802,692,0.170901786
704197,100,779,657,0.186401786
705992,120,496,240,0.080901786
706131,140,446,225,0.017901786
706311,140,264,217,0.039901786
706590,120,605,231,0.095598214
706729,120,603,219,0.104098214
706869,239,605,220,0.190598214
707128,120,618,238,0.101598214
707308,459,499,260,0.224598214
707786,140,505,268,0.022098214
708185,319,445,216,
708723,140,310,154,0.013598214
708883,219,311,155,
709182,678,441,231,0.008598214
709939,458,441,235,0.097098214
710418,140,424,231,0.053598214
710577,399,429,241,0.101598214
711176,100,257,230,
711295,100,228,218,0.158598214
711474,339,71,243,0.181598214
711833,140,95,236,0.155598214
712192,558,267,218,0.120098214
712790,279,92,247,0.036598214
713189,359,76,240,0.059598214
713767,678,262,213,0.054598214
714465,518,271,223,
715004,139,278,230,0.022401786
715502,279,96,735,0.025401786
715881,100,99,737,0.023598214
716000,140,106,756,0.034598214
716559,139,103,641,0.005901786
716718,219,106,630,0.030598214
717655,120,42,539,0.019598214
717894,140,45,521,0.116098214
718134,100,708,588,0.030098214
718493,239,740,572,0.122598214
718752,100,758,554,0.013098214
718891,100,760,567,0.075401786
719190,140,723,506,0.082401786
719350,219,699,585,0.069401786
719609,279,699,569,0.033901786
720167,160,744,572,0.028098214
720367,259,750,587,0.134598214
720646,120,755,571,0.075598214
720965,120,79,624,0.079401786
721144,120,87,650,0.066098214
721463,180,43,632,0.050598214
721702,120,103,640,0.111598214
721842,120,106,659,0.197598214
721982,100,108,636,0.053098214
722281,139,109,667,0.055598214
722739,100,99,630,0.143098214
724554,120,820,592,0.137401786
724972,160,760,625,0.146901786
726109,120,756,594,0.061401786
726766,120,778,575,0.066901786
727066,299,708,517,0.106901786
728162,120,433,218,
728521,100,274,219,0.018598214
728720,159,278,231,0.021098214
729139,159,595,253,
729358,120,622,240,0.111598214
729757,219,618,245,0.018598214
730016,100,616,242,0.057098214
730355,140,594,266,
730515,199,526,272,0.031598214
730794,179,280,246,0.003598214
731013,100,278,255,0.042401786
731153,319,440,261,0.013098214
731791,100,82,241,0.012901786
732170,160,268,238,0.042401786
732349,140,270,261,0.062901786
732509,259,278,215,
732867,100,68,206,0.084401786
733107,140,278,203,0.057401786
733426,219,82,609,0.098098214
734801,140,114,648,0.275401786
735838,100,134,710,0.033598214
738151,100,65,603,
739008,100,86,618,0.265598214
739447,100,47,611,0.135098214
739925,100,88,599,0.073098214
740145,100,86,620,0.222098214
741201,140,71,642,0.152098214
741680,120,96,647,0.226598214
743275,100,73,716,0.004098214
745049,100,59,482,0.225598214
746465,120,55,176,
746904,100,272,169,
747143,100,78,584,
747502,100,90,884,0.215098214
748359,100,77,663,0.121598214
748837,159,39,637,0.248598214
749515,140,39,612,0.375098214
749675,140,76,618,0.436598214
750293,120,90,650,0.275098214
752665,259,748,549,0.075598214
752984,120,735,542,0.056098214
753343,160,731,509,0.105401786
753582,100,732,525,0.018401786
753941,100,747,545,0.048098214
754141,140,779,604,0.069901786
756932,140,799,733,0.201098214
757510,140,723,510,0.133098214
758348,199,743,531,0.076098214
759025,140,723,650,0.163598214
759285,100,723,546,0.165098214
760042,140,757,717,0.041401786
760780,100,715,512,0.007598214
763212,100,76,596,0.237098214
763830,160,69,623,0.322598214
764728,120,145,706,0.287098214
765126,100,85,585,0.271598214
768576,100,102,630,0.156098214
768715,219,76,609,0.092598214
769493,159,775,575,0.027401786
770290,100,742,532,0.193598214
772523,219,439,200,0.134098214
772782,180,267,198,0.131098214
773061,120,57,232,
773281,120,255,185,0.113098214
773440,259,609,195,
773979,120,516,203,0.027598214
774377,219,236,214,
776451,319,238,178,0.117098214
776909,379,247,194,0.076598214
777308,299,270,196,0.026598214
779003,359,71,227,0.053598214
779402,100,68,241,0.014598214
779521,140,71,228,0.038901786
779681,259,96,219,0.031098214
779960,379,116,223,0.023598214
780458,159,108,209,0.134598214
780718,100,239,205,0.059401786
780857,100,241,189,0.013901786
781535,279,271,206,0.031098214
782014,119,279,184,0.001901786
782293,199,268,215,
782572,100,238,192,
782691,419,236,194,
783409,120,277,208,0.006598214
783648,219,229,187,0.065098214
783907,538,82,222,0.086098214
784665,120,104,234,0.003901786
784805,459,88,230,
785283,379,101,219,0.069598214
785682,160,96,218,0.107098214
785921,199,96,235,0.080598214
786141,139,138,277,0.049598214
786639,179,91,251,0.116098214
786878,239,246,250,0.151098214
787676,120,257,241,0.049401786
787915,179,256,246,
788114,120,280,227,
788334,100,274,229,0.019598214
788453,459,252,233,
789011,479,273,227,
789769,160,79,253,0.085598214
789968,100,81,256,0.213098214
790128,120,77,227,0.257598214
791005,279,107,239,0.237598214
791444,140,72,228,0.080598214
791603,139,70,206,0.077098214
791962,100,112,230,
792082,160,120,235,0.039598214
792261,100,227,223,0.139598214
792600,199,262,214,0.142598214
793019,199,272,224,0.002901786
793438,1097,267,217,0.067598214
794734,100,55,205,0.140098214
794873,219,41,196,0.157598214
795192,179,69,245,0.204598214
795391,598,36,213,0.187098214
796209,159,82,224,0.254598214
796408,120,122,255,
796687,279,84,234,0.163598214
797146,120,63,220,0.258098214
797285,439,120,242,0.206598214
797764,199,121,228,0.158098214
797983,578,113,223,0.130598214
798601,359,249,215,0.150598214
799140,160,266,212,0.010598214
799439,100,291,233,0.041401786
799558,279,267,208,0.013401786
800216,179,256,211,0.142401786
800615,299,74,211,
801014,439,252,217,0.035598214
801831,159,84,617,0.071598214
802110,100,78,549,
803526,159,82,754,0.086598214
803765,119,104,822,0.047401786
804024,179,123,840,0.036098214
807653,100,779,850,0.087401786
809088,100,778,881,0.160098214
814512,139,767,866,0.149401786
815449,199,766,868,0.100598214
816146,120,761,878,0.108098214
819436,259,97,842,0.017598214
820234,100,105,815,0.148098214
821131,100,67,229,0.122098214
821370,120,80,234,0.004598214
822845,120,103,773,0.028098214
826653,140,107,200,0.332901786
826813,140,79,216,0.028598214
827012,219,284,216,0.034598214
827252,279,266,210,
827551,319,73,203,0.032098214
827910,359,267,217,0.058098214
828328,319,596,209,0.076598214
828667,180,623,208,0.027098214
828867,2333,619,209,0.082098214
831219,877,609,202,0.182598214
832136,160,445,205,0.220098214
832674,1017,440,221,0.320598214
833711,1595,442,213,0.119598214
835366,160,240,236,0.168098214
835566,199,83,252,0.172598214
835904,140,242,222,0.108598214
836383,379,463,235,
836782,199,571,223,0.001098214
837101,100,616,223,0.117401786
837360,100,90,715,0.072598214
838995,100,99,883,0.108401786
839114,180,107,896,0.124098214
839453,120,115,867,
840091,100,790,823,0.117901786
849063,199,241,225,0.078901786
849302,199,73,238,0.063598214
849801,439,606,219,0.012401786
850259,120,615,209,0.009401786
850419,299,459,241,0.093598214
850738,199,507,251,0.004901786
852532,100,105,775,0.076598214
853469,279,443,217,0.062098214
853768,100,444,216,0.060098214
853928,179,437,196,0.057098214
854426,439,62,218,0.036098214
854905,199,258,180,
855144,159,95,215,0.135098214
855423,120,260,172,0.129098214
856699,120,111,687,
857417,100,90,624,0.109098214
858314,119,82,603,0.170598214
858753,379,74,216,0.166598214
859271,179,82,602,0.046598214
859510,159,80,611,0.243098214
859969,100,63,608,0.108098214
860567,100,75,602,0.112098214
860866,199,58,598,0.114598214
863338,100,756,671,0.025401786
863757,100,750,548,0.124901786
864096,140,732,526,0.067401786
865252,299,106,240,0.352401786
865571,219,87,232,0.135401786
865830,219,274,204,0.029401786
866090,179,578,199,0.034598214
866289,618,618,209,0.045901786
866947,239,499,194,0.068598214
867206,219,515,209,0.106098214
867466,100,515,213,0.133098214
872769,179,1091,718,0.263098214
872968,239,1121,690,0.250598214
874782,339,449,175,0.130098214
875141,279,251,188,0.212098214
875460,100,66,230,0.224598214
876118,160,173,303,0.027098214
876338,239,250,296,0.111598214
876597,120,196,275,0.066098214
876816,419,259,247,0.169098214
877255,179,219,255,0.280098214
877514,359,273,248,0.251098214
877893,239,123,296,0.359598214
878172,160,246,239,0.280598214
878411,379,109,253,0.285098214
878810,160,144,209,0.285098214
879009,299,252,222,0.222598214
879468,100,515,200,0.307098214
879707,160,625,218,0.315598214
879887,120,626,205,0.204098214
880046,319,450,207,0.277098214
880405,618,455,204,0.299098214
881063,538,618,218,0.164598214
881701,179,648,248,0.181598214
881900,359,648,246,
882299,259,494,212,0.175098214
882598,199,217,215,0.011098214
882837,379,106,215,0.041598214
883396,199,59,226,0.037901786
883615,120,84,245,0.035401786
884034,279,124,229,
884353,379,280,206,0.091598214
884751,1097,277,212,0.044401786
886087,120,310,177,0.007401786
886406,678,482,197,0.084598214
887104,180,521,205,0.081098214
887303,259,451,234,0.087598214
887582,160,519,200,0.010901786
887802,200,283,227,0.038901786
888041,100,286,230,0.049098214
888181,259,450,213,0.079098214
888460,120,491,209,0.000901786
888659,419,523,215,0.116598214
889357,419,264,251,0.003098214
889795,199,272,277,
890114,279,53,299,0.011598214
890493,179,338,249,
890713,159,286,241,
890892,199,258,241,
891111,160,70,263,0.033098214
891410,100,142,250,0.046901786
891590,199,279,245,
891909,359,453,262,0.041401786
892308,180,459,261,0.019901786
892507,1156,453,262,0.041401786
893683,179,457,259,
893962,199,279,236,0.029098214
894920,399,206,192,0.160098214
895358,299,241,198,0.079598214
895777,159,156,208,0.081598214
896435,279,159,206,
897292,120,131,183,0.185098214
897531,180,165,209,0.091098214
897731,239,206,126,0.137098214
898349,239,138,178,0.181598214
898608,120,179,198,0.219598214
898787,139,225,184,0.123598214
899346,159,242,194,0.138098214
899545,160,231,176,0.039098214
899804,199,240,194,0.041598214
900841,160,1108,105,0.046401786
901519,100,877,827,0.004098214
902456,339,1109,120,0.250401786
903393,239,101,206,0.027598214
903672,259,129,160,0.066098214
904011,319,217,167,0.102598214
904350,100,191,99,0.164098214
904549,219,433,131,0.018901786
904788,179,493,129,0.067401786
904988,179,513,146,0.021901786
905227,219,559,139,0.012901786
905466,139,463,141,0.033098214
905666,160,164,206,
905845,120,96,181,0.059598214
906124,100,122,156,0.032098214
906264,100,154,214,
906523,219,225,195,0.171401786
907360,159,214,183,0.085598214
907859,219,135,176,
908098,140,100,175,0.007598214
908278,140,102,171,0.013901786
908577,140,130,176,0.048098214
908736,100,151,211,0.086901786
908955,100,210,200,
909235,120,225,177,
909414,339,230,187,
909773,100,235,198,
910112,140,222,193,0.004598214
910431,239,285,200,0.020901786
910770,120,200,190,
912305,279,134,163,
912763,758,236,189,0.050598214
913541,140,217,203,0.067598214
913740,279,266,192,0.022901786
914040,140,272,200,0.024401786
914299,100,51,608,0.039598214
914618,100,63,531,0.053401786
914757,140,44,520,0.066901786
914917,160,53,532,0.039901786
915415,160,67,536,
915714,160,54,516,0.073598214
916013,100,716,531,0.149098214
916253,160,734,530,0.038098214
916532,100,729,496,0.185901786
916831,100,197,191,
917090,179,250,200,0.070598214
917369,199,83,185,0.111098214
917808,159,183,192,0.076598214
918027,180,187,422,0.047098214
918545,359,48,541,0.031598214
918944,279,38,525,0.082098214
919622,160,42,557,0.120098214
920041,239,78,549,0.140598214
920300,299,68,550,0.173598214
920978,100,40,591,
921217,160,34,596,0.051098214
921596,259,31,598,0.008401786
922094,100,76,589,0.127098214
922333,120,81,597,0.085098214
922573,100,48,601,0.058598214
922872,100,28,578,
923031,219,67,589,0.127098214
923270,319,72,592,
923629,120,73,577,0.005401786
924128,219,70,551,0.073598214
924527,160,60,567,0.189098214
924766,100,728,542,0.169598214
924886,159,722,543,0.043598214
925125,259,699,543,0.061901786
925583,100,701,551,0.161901786
925882,359,699,579,0.009598214
926580,120,692,577,0.116098214
927079,100,704,595,0.050098214
927517,120,713,580,0.037901786
929650,100,52,506,
929770,120,55,520,0.101901786
930049,219,70,537,
930288,758,47,518,
931086,199,44,511,0.057901786
931564,160,80,529,0.129401786
931764,159,69,547,0.028401786
932681,219,70,593,0.027401786
933020,139,710,580,0.038901786
933518,140,733,502,
933917,100,734,483,
934914,100,758,525,
935412,140,51,537,0.121401786
935632,159,43,526,
935811,180,77,572,0.118401786
936011,180,62,557,
936569,140,726,524,0.035401786
936908,299,747,561,0.068401786
937306,199,71,551,0.103098214
937626,299,64,572,0.098401786
937944,160,73,583,0.097401786
938363,239,248,203,0.111401786
938862,419,280,209,0.080401786
940317,100,735,552,0.127901786
940556,219,739,542,0.045901786
941115,120,742,543,0.060401786
941294,100,727,539,
941513,160,741,531,0.111098214
942231,239,744,564,0.116598214
943148,120,752,569,0.002098214
944205,100,766,565,0.058901786
944404,140,755,582,0.008401786
945620,120,780,606,0.130401786
945820,219,755,606,
946976,140,56,556,
947435,100,763,550,0.211401786
948412,120,66,535,
949668,140,736,520,
949907,219,707,513,
950505,120,74,525,0.007401786
951422,100,80,544,0.068098214
951542,100,77,528,0.055098214
951941,199,100,561,0.060598214
952200,119,96,555,0.100598214
952419,160,730,513,0.083098214
952618,100,728,504,0.092401786
953296,179,701,530,
953595,140,682,530,
953994,179,754,553,0.085598214
954213,100,745,544,0.069598214
954712,120,790,640,
955330,160,800,699,
955908,100,782,626,0.313901786
956606,100,825,625,0.218401786
956885,100,773,617,
957224,100,789,580,0.073901786
958998,180,745,580,0.232401786
959238,120,718,507,
959497,100,189,229,0.202401786
960912,259,194,186,0.092098214
961491,179,214,183,0.065098214
961710,399,243,186,0.068098214
962408,459,474,403,0.125598214
967113,100,160,200,0.134401786
967711,140,160,205,0.072098214
967871,199,166,187,0.179598214
968130,160,213,194,0.141098214
968409,179,164,194,0.149598214
968608,160,240,197,0.075598214
968788,179,240,196,0.163098214
969047,160,233,205,
969426,239,460,137,0.040598214
969685,219,502,126,0.085598214
971001,140,299,170,0.005901786
971280,179,289,194,0.029901786
971679,319,255,198,0.007401786
972935,120,52,482,0.023401786
973074,179,56,478,0.054598214
973473,159,34,454,0.121401786
974051,140,379,423,
974410,120,487,458,0.180901786
975566,160,60,599,0.015598214
975985,100,62,633,0.024901786
978856,140,587,974,
979694,140,605,958,0.111598214
981747,259,69,541,0.037098214
982046,160,82,531,
982784,140,80,550,0.190598214
982963,279,87,538,0.046901786
983482,399,94,210,0.135901786
983900,100,149,182,0.056598214
984319,279,237,192,0.023901786
984698,279,127,166,0.068098214
985097,159,136,172,0.108598214
985336,239,144,195,0.108098214
985595,259,138,169,0.122598214
985914,239,202,180,0.136098214
986313,399,236,188,0.151098214
987051,219,218,187,0.049098214
987290,758,249,185,0.121598214
988984,299,75,550,
989602,160,60,541,0.082401786
989822,259,53,547,0.034901786
990340,120,56,541,0.072901786
990480,219,59,550,
990739,339,67,534,0.029098214
991397,479,130,448,0.032401786
991975,199,449,413,0.051901786
992274,239,481,453,0.059901786
992892,160,42,523,0.108901786
993092,120,46,533,
993231,339,40,518,
993730,120,65,552,0.081901786
994009,139,58,516,0.104901786
994826,160,61,522,0.016598214
