time,duration,x,y,avg_dilation
995165,140,64,514,0.185401786
995823,100,59,536,0.004598214
995943,439,49,509,0.020598214
996700,279,54,506,
997039,140,53,504,
997219,100,52,510,0.028401786
997518,140,49,497,
997737,259,60,518,9.82E-05
998016,279,59,515,
998355,159,53,523,0.066598214
998535,159,55,521,0.084598214
998814,499,60,527,0.183598214
999412,339,59,562,
999830,259,75,636,0.351598214
1000329,219,53,631,0.357598214
1000668,279,46,642,0.258598214
1000967,120,41,630,0.319598214
1001166,179,41,626,0.336598214
1001366,140,45,643,0.330598214
1001705,120,45,650,0.450098214
1001844,299,40,643,0.387598214
1002223,479,66,569,0.531098214
1002721,120,75,540,0.412098214
1002861,140,73,531,0.433598214
1003698,479,57,537,0.355598214
1004197,180,55,545,0.260598214
1004516,259,44,536,0.241098214
1004895,279,39,543,
1005313,479,47,533,0.264098214
1005812,359,49,530,0.259098214
1006629,239,67,544,0.202098214
1006888,259,75,541,0.231098214
1007606,140,69,457,0.166098214
1007965,100,140,431,0.161098214
1008085,160,132,432,0.118098214
1008364,159,53,504,0.019598214
1008543,678,42,512,
1009241,100,45,523,
1009739,120,37,561,
1009879,179,39,578,0.126598214
1010078,339,48,523,0.125598214
1010437,578,46,523,
1011135,100,362,452,0.203098214
1011255,120,379,424,0.174098214
1011394,140,377,444,0.020598214
1011853,259,53,521,0.023098214
1012351,159,62,528,0.002401786
1013248,160,43,524,0.085098214
1013428,259,82,539,0.050098214
1013747,140,81,538,
1013926,100,73,537,
1014066,120,87,547,0.020401786
1014245,199,89,540,
1014624,199,117,544,0.038401786
1015362,299,84,553,0.104901786
1016060,199,101,560,
1016279,100,93,566,0.199401786
1016399,339,89,562,0.118901786
1016777,279,95,576,0.078901786
1017076,160,94,575,0.070401786
1017256,199,104,589,
1017475,100,91,565,0.044598214
1018332,259,123,590,0.050098214
1019130,239,78,610,
1019648,159,71,602,
1019947,120,87,615,0.227401786
1020127,359,81,615,0.038401786
1020865,120,90,628,0.040098214
1021004,159,94,626,0.006901786
1021303,219,94,623,
1021702,120,111,621,0.205098214
1022001,199,100,656,0.006598214
1022340,279,86,645,0.007401786
1022639,140,93,648,0.052098214
1023437,100,88,654,0.088901786
1024573,140,104,253,
1024872,160,76,211,0.147901786
1025171,159,105,206,0.112401786
1025650,259,173,198,0.093401786
1026068,139,225,177,0.090401786
1026327,259,182,205,0.058401786
1026606,1117,255,190,0.023598214
1027743,199,284,195,0.070598214
1028182,140,70,564,0.272098214
1028700,120,93,556,0.138098214
1028859,179,101,564,0.177098214
1029059,100,105,554,0.167598214
1029198,120,108,567,0.125598214
1029637,120,83,547,
1029777,100,105,564,0.048598214
1029996,778,65,534,0.105098214
1031352,160,40,483,0.076598214
1031551,359,35,477,0.010098214
1032030,239,50,518,0.102098214
1032329,199,59,527,0.065598214
1032787,120,92,549,0.147098214
1032927,179,68,526,0.120598214
1033365,259,81,537,0.073401786
1033644,339,94,558,
1034183,179,103,544,0.000401786
1034402,219,107,541,0.032098214
1034641,279,120,547,
1035060,160,104,555,0.231598214
1035399,160,98,557,0.173598214
1035678,160,108,548,0.068098214
1036137,199,104,580,
1036356,100,94,592,0.139098214
1036496,140,100,571,0.136098214
1036655,279,78,612,0.013598214
1037154,159,74,611,0.049598214
1037333,100,70,605,0.009401786
1037472,100,84,618,0.077098214
1037652,219,93,618,0.067598214
1038270,140,89,624,0.026401786
1038489,120,89,641,0.023401786
1038748,120,124,629,0.024098214
1038928,120,755,582,0.054598214
1039227,100,747,559,0.011901786
1039686,120,766,533,0.245401786
1041460,100,710,762,0.114901786
1041719,100,740,778,0.012098214
1043214,379,786,715,
1043773,120,764,722,0.040901786
1044132,100,778,684,0.016098214
1045089,100,754,700,0.047098214
1045228,120,767,693,0.107098214
1045368,120,770,706,0.110098214
1045627,100,732,688,0.090598214
1046604,120,767,700,
1049216,160,782,710,0.126401786
1049614,100,768,755,0.048401786
1050950,120,781,759,0.059401786
1052924,139,790,882,
1055137,180,98,636,0.016598214
1055755,239,157,631,0.044401786
1056314,159,756,672,0.090401786
1057031,160,135,626,0.042401786
1057350,120,194,623,0.190901786
1058128,160,114,727,0.101401786
1059683,120,123,678,0.145098214
1060142,140,113,736,0.056598214
1060321,100,114,732,0.111598214
1060640,120,117,744,0.079098214
1061039,120,93,797,0.165098214
1061716,100,68,792,0.128098214
1061836,199,81,792,0.118598214
1062374,100,121,815,0.128098214
1062634,219,122,795,0.203098214
1062933,100,792,695,0.258098214
1063252,160,764,669,0.051901786
1063571,140,788,687,0.070401786
1063930,100,757,710,0.109598214
1064727,139,773,874,
1065246,100,773,802,0.079901786
1065485,120,788,837,0.023401786
1067518,180,140,808,0.060598214
1067817,100,719,711,0.091098214
1067997,160,769,694,0.067098214
1068535,120,771,681,0.052901786
1068974,140,780,855,0.206098214
1069313,179,772,845,0.084598214
1069970,100,805,895,
1071266,120,114,774,0.052598214
1074357,100,749,717,0.077401786
1074576,100,750,726,0.024401786
1074975,120,737,688,0.130401786
1075653,120,751,677,
1075972,159,130,655,0.015901786
1076470,100,104,619,0.046098214
1077886,120,104,632,
1078444,120,136,667,0.031098214
1079959,120,128,681,0.235098214
1081814,100,148,727,0.131098214
1086658,100,808,703,0.060401786
1089808,100,970,571,0.040098214
1090008,120,992,515,0.082401786
1091025,259,743,563,0.068098214
1092221,100,62,551,0.029401786
1092640,140,87,539,0.036098214
1093238,159,102,556,0.026098214
1093437,120,82,536,0.063098214
1093616,160,745,578,0.063098214
1093995,120,727,521,0.102901786
1094135,120,731,519,0.082901786
1094673,100,801,598,0.123901786
1094793,259,831,575,0.033401786
1095590,100,781,688,0.020401786
1096009,100,761,566,0.005098214
1096986,199,747,554,0.042901786
1097684,180,736,527,0.108901786
1098581,100,89,559,0.076098214
1098720,140,94,567,0.072598214
1099678,100,85,612,
1099976,120,710,605,0.147598214
1100136,180,735,571,0.089598214
1103984,159,766,767,0.002901786
1104323,120,756,738,0.139401786
1109626,100,721,819,0.006598214
1110045,200,93,849,0.005598214
1110524,140,54,845,
1121948,100,86,859,0.109598214
1123503,160,163,169,0.065401786
1124201,160,245,175,0.033598214
1124440,140,221,167,
1125018,100,790,861,0.041901786
1125317,100,766,806,0.039901786
1125736,120,96,845,0.141401786
1127710,120,110,873,0.010598214
1129205,100,121,844,0.036401786
1129743,120,116,845,0.078598214
1130102,160,126,860,
1130302,160,117,854,0.004598214
1130501,199,124,858,
1131617,139,122,853,0.073598214
1131876,120,837,849,
1136881,120,102,223,
1137419,160,770,863,0.025598214
1140250,120,870,881,0.014598214
1141626,100,774,860,0.032598214
1143201,100,804,849,0.000598214
1143340,120,810,894,0.174401786
1144118,140,794,878,0.006401786
1146172,100,113,839,
1148046,120,785,834,
1148484,100,777,852,0.088901786
1148704,120,763,861,
1150000,120,773,880,0.150098214
1150678,100,847,876,
1151096,140,782,881,0.053098214
1151276,239,775,881,0.012401786
1151555,120,779,887,0.010598214
1151694,140,768,871,0.005401786
1151854,279,797,898,0.038098214
1152173,140,788,893,0.042598214
1153588,120,782,818,0.333598214
1154127,140,91,217,0.016901786
1156240,239,88,231,0.472098214
1157217,160,92,213,
1158952,100,144,235,0.198098214
1159330,179,115,243,
1159829,120,736,648,
1159988,140,734,658,0.197598214
1160148,160,771,720,0.083598214
1163238,120,781,905,0.050598214
1163796,199,846,910,0.054401786
1165770,100,806,901,
1166069,180,151,224,0.018098214
1166408,239,137,210,0.111401786
1166687,160,138,215,0.055901786
1167764,259,31,228,0.017401786
1169239,100,94,237,
1170456,159,146,218,0.223098214
1173945,120,135,632,0.031401786
1174184,180,53,633,
1174622,160,52,623,0.129598214
1175380,199,712,562,0.054401786
1175620,160,711,564,0.037901786
1176277,100,721,525,
1176497,100,734,523,
1176716,179,752,521,0.111401786
1177294,120,67,533,0.096901786
1177494,159,81,532,0.034598214
1177793,179,93,561,0.086401786
1177992,120,82,552,0.044401786
1178132,219,85,552,0.027098214
1178490,160,101,562,0.040598214
1178989,219,748,554,0.067598214
1179228,120,746,538,0.031901786
1179467,100,747,556,
1179946,140,114,568,0.032901786
1180105,140,95,563,0.032598214
1181282,159,113,241,0.095098214
1181621,120,69,531,0.079598214
1183435,100,741,577,
1184212,159,743,547,0.008098214
1184492,239,743,524,0.014401786
1185050,180,739,582,0.046098214
1185269,119,744,563,0.093401786
1185668,160,753,542,0.116901786
1186146,100,98,514,
1187143,100,88,220,
1187362,339,76,208,0.041098214
1187861,100,258,194,0.027098214
1187981,239,256,192,0.044598214
1189137,179,117,226,
1189436,379,146,218,0.147598214
1190154,160,58,241,0.035098214
1191071,140,734,546,0.211901786
1191829,100,772,543,
1192466,100,768,534,
1192586,119,760,539,0.118901786
1192865,140,755,525,0.137901786
1193264,159,777,574,0.138401786
1193822,120,768,573,0.000598214
1194042,160,765,534,0.099401786
1194341,219,99,550,0.010401786
1195577,219,50,254,0.048598214
1195936,159,50,251,0.145098214
1196135,159,54,241,0.120598214
1197351,160,64,255,0.195098214
1197531,160,64,258,0.154598214
1197870,120,75,255,0.129098214
1198667,120,88,267,0.270098214
1199245,100,1045,164,0.220598214
1199484,259,1112,126,0.121098214
1199903,140,1202,124,
1200182,658,1075,123,0.064598214
1200980,160,1123,143,
1201159,339,1120,148,
1201658,299,1101,176,
1201977,1316,1083,185,0.235098214
1203312,359,1095,185,0.040598214
1203691,140,1143,178,0.169098214
1203951,180,1205,188,0.081598214
1204250,179,1124,261,0.131098214
1204449,339,1078,129,0.204098214
1205087,140,114,227,0.193098214
1206024,100,34,259,0.037901786
1206263,379,42,254,0.001901786
1206961,120,145,268,0.082098214
1207160,120,148,252,0.080098214
1207300,100,43,266,0.116098214
1207420,120,27,255,0.077598214
1208357,120,745,551,0.032598214
1208795,100,749,545,0.252401786
1209414,120,767,572,0.055401786
1210191,459,837,541,0.054401786
1210789,140,798,536,0.088901786
1210988,180,809,546,
1211567,180,847,559,
1212863,100,753,581,0.205401786
1213162,100,745,581,0.184901786
1213301,120,754,577,
1213640,100,755,606,
1215514,100,731,530,
1216651,239,619,682,0.306401786
1217030,100,608,692,
1218146,100,719,544,0.025098214
1218266,179,714,540,0.052401786
1218724,339,733,538,
1219083,120,753,540,0.121901786
1219223,199,736,552,0.071401786
1219781,120,761,547,0.048901786
1220240,120,754,603,0.048901786
1222871,120,740,785,0.027901786
1223011,100,752,793,
1223130,160,746,785,0.081401786
1224367,259,65,670,0.088901786
1225244,140,694,862,0.127901786
1226500,100,806,812,
1227118,120,44,660,0.216901786
1227297,100,48,670,
1227816,120,45,679,
1229032,239,103,681,0.055098214
1230308,120,125,690,0.020098214
1230547,120,144,295,0.017401786
1230727,140,174,277,0.013598214
1231105,159,1219,259,0.008901786
1231285,419,1315,275,0.053401786
1232102,120,771,807,0.031401786
1236190,120,766,885,0.053901786
1236608,100,757,852,0.011901786
1237824,259,85,676,
1239419,100,768,851,0.126901786
1239539,140,756,818,0.098901786
1240097,179,105,714,0.132901786
1243068,140,763,835,0.155401786
1244484,160,714,836,0.113401786
1245221,120,772,855,0.107901786
1249687,100,751,918,0.110901786
1251242,140,720,712,0.033901786
1252718,120,730,700,0.101401786
1253934,160,752,578,0.203901786
1254392,100,740,519,
1255808,100,718,772,0.109901786
1256306,140,85,667,0.024901786
1256645,140,76,628,0.081401786
1257303,140,725,795,
1258121,160,39,604,0.131401786
1258659,239,66,535,0.008901786
1259815,120,713,800,0.028598214
1260055,119,719,816,0.252598214
1260732,100,695,771,
1260992,140,688,752,
1261191,120,684,764,
1261690,120,715,528,
1262148,120,686,512,0.143901786
1262627,100,675,497,0.141901786
1262826,100,712,545,0.005901786
1262946,159,720,539,0.005901786
1263364,100,690,583,
1263982,100,746,602,0.234901786
1264302,120,730,580,0.209901786
1264640,139,86,734,
1265059,120,63,647,0.053901786
1266196,179,54,537,0.186901786
1266554,120,31,641,
1267093,120,48,551,
1267232,179,40,550,0.060401786
1267571,140,45,571,0.037098214
1267830,120,51,560,0.077098214
1268488,319,65,594,
1270342,100,721,375,0.099598214
1270622,140,804,395,0.008598214
1270781,120,797,418,0.057401786
1270921,120,846,418,0.104401786
1271280,120,186,398,0.025401786
1271818,379,190,421,0.044098214
1272256,160,201,425,0.091901786
1272456,140,116,435,0.022098214
1273054,239,42,477,0.003598214
1273313,100,46,440,
1273433,160,60,446,0.090901786
1273712,239,106,451,0.041401786
1274410,100,22,484,0.010901786
1274709,179,19,489,
1274948,100,10,487,
1275068,140,18,481,0.082901786
1275227,160,58,498,0.047901786
1275905,179,42,434,
1276224,160,43,441,0.045401786
1276702,120,674,463,0.045598214
1276962,439,829,405,0.023098214
1277420,100,837,405,0.128901786
1277659,120,847,391,0.153401786
1278258,219,823,400,0.047901786
1278916,140,699,488,0.063901786
1279075,120,693,472,0.041901786
1279374,120,670,487,0.175401786
1281468,100,287,179,0.051901786
1282923,180,124,311,0.057598214
1283222,119,123,310,
1283382,100,65,275,0.049098214
1283501,100,39,253,0.100901786
1283820,419,337,226,0.002598214
1284338,459,226,221,0.003901786
1284857,159,256,229,0.045901786
1285136,140,94,155,
1285634,100,206,189,0.015401786
1285794,159,152,151,0.001901786
1287469,140,215,187,0.121098214
1287628,259,238,181,0.052401786
1288107,100,92,507,0.143098214
1289821,159,286,181,0.327901786
1290360,319,287,196,0.151098214
1290699,139,286,207,
1290958,179,415,219,0.017598214
1291277,159,467,229,0.010401786
1291556,219,651,270,0.031598214
1291974,698,282,235,0.058401786
1292692,140,255,191,0.015901786
1293769,199,42,174,
1293988,199,42,182,
1294347,180,250,193,
1294546,199,114,205,0.105098214
1296979,259,48,227,0.144598214
1297298,339,62,210,0.169598214
1297756,120,73,206,0.103098214
1297896,100,96,194,0.162598214
1298295,399,147,215,
1298833,160,150,216,0.095598214
1299032,100,139,203,0.001901786
1299232,299,40,200,0.074598214
1300767,100,53,222,0.290598214
1301146,140,99,226,0.070098214
1301305,259,98,233,0.144598214
1301664,179,145,232,0.195598214
1301883,419,159,228,0.148098214
1302462,219,163,229,0.099598214
1303897,239,52,247,0.027598214
1304276,219,447,333,0.107098214
1304794,159,77,246,
1305712,139,84,275,0.159098214
1307267,100,941,960,
1309400,259,708,473,0.207401786
1310018,139,1107,813,0.056098214
1311154,100,558,284,0.053598214
1311374,419,565,163,0.130098214
1311852,439,318,156,0.150098214
1312311,179,239,232,0.234598214
1312829,100,121,195,0.159098214
1313108,179,96,255,0.218598214
1313348,159,94,246,0.200598214
1313547,279,140,323,0.211598214
1313846,439,277,210,0.301598214
