number,time,duration,x,y,avg_dilation
727,416830,100,1060,653,0.006401785714285957
728,416990,180,1047,665,0.023901785714286028
729,417708,199,1061,651,0.013901785714286241
730,418047,160,1062,672,0.0309017857142857
731,418984,120,1062,751,0.022598214285713958
732,419123,160,993,713,0.1485982142857143
733,419642,219,979,682,0.021598214285714512
734,420020,140,987,713,0.05940178571428589
735,420638,100,985,735,0.06040178571428578
736,421197,120,1019,693,0.07440178571428557
737,421795,100,1059,694,0.12940178571428618
738,421974,199,1045,596,0.19009821428571438
739,422512,120,1028,588,0.0010982142857143273
740,422851,120,708,519,0.1255982142857146
741,423091,139,896,498,0.10509821428571442
742,423649,239,797,525,0.0024017857142859533
743,423928,140,798,520,0.060598214285714214
744,424287,199,820,563,0.0210982142857139
745,425144,160,825,502,0.014098214285714228
746,427776,239,859,735,0.10109821428571397
747,428414,279,874,733,0.030598214285713965
748,429830,100,844,647,0.06209821428571427
749,447355,120,1066,582,0.17059821428571365
750,452239,100,974,615,0.14590178571428591
751,461151,100,81,274,
752,461849,140,325,275,
753,462607,160,320,279,
754,462966,199,313,273,
755,463265,100,308,262,
756,463504,100,130,319,0.13440178571428607
757,463624,160,119,304,
758,463823,180,120,282,
759,464481,140,102,288,
760,464640,279,95,296,
761,465059,140,115,311,
762,465577,100,112,269,
763,465896,100,117,289,
764,466295,239,342,220,
765,467133,160,341,268,
766,467372,179,146,293,
767,501884,100,839,787,
768,503977,159,84,287,
769,504156,140,110,273,
770,533265,120,944,686,0.2480982142857142
771,542496,140,691,180,
772,542955,100,694,192,
773,543314,160,695,179,
774,543573,140,686,191,
775,543732,160,685,160,
776,544131,100,662,192,
777,544550,100,571,229,
778,546065,219,256,232,0.22659821428571458
779,563012,100,867,641,
780,752159,140,496,171,0.304598214285714
781,753595,219,86,307,0.009598214285714057
782,753934,120,297,250,
783,804954,199,681,235,
784,805193,159,690,233,
785,805392,199,701,229,
786,811533,100,432,514,0.18890178571428606
787,828978,120,874,574,
788,839605,120,693,204,
789,844091,119,296,246,0.017598214285714064
790,877327,100,335,664,0.3185982142857142
791,877626,180,320,512,0.08640178571428603
792,878224,120,1034,622,0.06940178571428568
793,885162,219,1038,624,0.007401785714285403
794,885401,120,1052,613,0.07709821428571395
795,886259,120,994,647,0.0010982142857143273
796,886777,120,280,278,0.11790178571428589
797,887036,219,105,252,
798,887555,100,321,561,0.018098214285713787
799,888552,100,280,269,0.13590178571428568
800,888671,120,277,277,0.13040178571428562
801,888811,120,274,259,0.11240178571428583
802,888950,179,115,260,0.12840178571428584
803,889349,837,675,275,0.05390178571428583
804,890266,159,584,296,0.048098214285714036
805,890446,279,680,274,0.02559821428571407
806,890765,379,675,275,0.07759821428571367
807,891183,179,581,295,0.03859821428571397
808,896367,100,400,475,0.10290178571428577
809,897942,160,322,778,0.022598214285713958
810,898700,120,475,1093,0.0770982142857144
811,899078,120,597,1165,0.12309821428571421
812,899497,140,79,856,0.07290178571428596
813,899816,140,76,885,0.05090178571428616
814,901172,219,251,586,0.00590178571428579
815,903604,100,859,720,0.03940178571428543
816,904900,160,802,644,0.026098214285713794
817,906495,239,390,621,0.024901785714285918
818,907054,120,385,638,0.129098214285714
819,907592,140,462,575,0.028098214285714462
820,908310,120,437,550,0.12840178571428584
821,908549,120,228,651,0.004598214285714164
822,908688,140,230,641,0.04690178571428616
823,908868,120,310,658,
824,909586,140,155,634,0.13590178571428613
825,911340,239,126,495,0.08090178571428552
826,911659,140,228,484,0.21940178571428604
827,912975,140,190,514,
828,913872,100,287,214,
829,914071,379,657,251,0.1639017857142857
830,914709,160,269,235,0.014401785714285964
831,914889,140,79,256,0.0029017857142856762
832,915487,219,673,257,0.044901785714285936
833,915746,359,662,263,0.0764017857142858
834,916125,219,569,276,0.01240178571428574
835,916444,120,276,257,
836,916923,439,119,256,
837,918478,140,1111,611,0.12190178571428589
838,923123,100,168,248,
839,923801,179,288,278,0.05740178571428611
840,924280,100,1225,757,0.0005982142857141604
841,924419,119,1213,765,0.004598214285714164
842,925276,219,1105,691,0.10940178571428572
843,926114,120,1160,760,
844,926732,160,1104,693,0.12240178571428562
845,926951,219,1065,714,0.08390178571428564
846,927210,120,1069,703,0.0010982142857143273
847,927669,100,1015,632,0.0015982142857140502
848,928865,179,902,632,0.04890178571428594
849,929064,100,898,675,0.017401785714286078
850,929184,159,863,628,0.20690178571428586
851,929443,179,814,680,0.18290178571428584
852,930958,120,1032,615,0.09890178571428576
853,931876,100,1115,697,
854,933411,100,1011,599,0.03340178571428609
855,933610,100,1007,629,0.07109821428571417
856,933730,120,1001,618,
857,934129,100,1091,711,0.12940178571428618
858,936122,100,1161,768,0.0414017857142861
859,936342,279,1019,636,0.03690178571428593
860,937538,100,1087,916,0.04090178571428549
861,937777,100,1163,693,0.10240178571428604
862,939113,259,1066,683,0.10309821428571375
863,939671,140,1081,958,0.0185982142857144
864,940369,100,1127,718,0.07540178571428591
865,941286,120,1132,765,0.014901785714285687
866,941964,140,1132,776,0.03690178571428593
867,942223,100,1138,776,0.0485982142857142
868,942662,139,1133,757,
869,942941,159,1132,764,
870,945353,140,1148,776,0.12959821428571416
871,946610,100,1223,809,0.024098214285714015
872,947028,120,1100,785,
873,948504,180,102,270,0.17390178571428594
874,948862,100,111,279,0.21090178571428542
875,951634,259,260,656,0.15809821428571436
876,952611,100,331,657,0.08559821428571457
877,953887,100,29,806,0.051401785714285886
878,954445,100,37,829,0.08140178571428569
879,954864,100,108,843,0.20409821428571417
880,955541,100,123,731,0.06790178571428562
881,955681,100,119,734,0.010598214285714391
882,956000,140,151,650,0.08909821428571396
883,959090,100,570,782,0.058401785714286
884,960885,199,347,798,0.12790178571428612
885,961244,160,313,765,
886,962719,120,186,778,0.06990178571428585
887,963457,100,438,689,0.2289017857142861
888,963816,100,453,671,
889,964354,159,424,651,
890,964773,100,363,720,0.048098214285714036
891,966368,120,368,731,0.05259821428571421
892,967065,100,373,718,0.051401785714285886
893,968441,120,206,787,0.03640178571428576
894,968800,140,199,749,0.07040178571428601
895,969597,160,260,245,
896,970036,179,80,253,0.01990178571428558
897,970594,120,209,673,0.006098214285714221
898,971412,159,134,619,0.05709821428571438
899,973146,139,177,614,0.055598214285713876
900,973306,160,184,620,0.10609821428571387
901,974562,239,135,601,0.08609821428571429
902,975040,120,145,586,0.0185982142857144
903,975838,199,247,655,0.0004017857142857295
904,977273,160,187,553,
905,977812,239,188,573,
906,978270,100,373,633,
907,978848,100,478,651,
908,981879,100,363,626,
909,985448,199,376,638,
910,986803,219,359,710,0.018401785714285523
911,987122,100,301,793,0.024098214285714015
912,987302,139,283,798,0.012598214285714171
913,987461,100,281,808,0.09040178571428603
914,988020,159,470,656,0.15890178571428581
915,988319,140,468,682,0.14490178571428558
916,988618,120,459,682,0.059901785714285616
917,988797,179,464,693,0.039598214285714306
918,989794,140,546,696,0.004401785714286177
919,990193,100,554,702,0.010098214285714224
920,990711,120,517,750,0.005598214285714498
921,991688,120,298,805,0.116901785714286
922,991888,100,294,793,0.05490178571428572
923,993243,120,544,801,0.09509821428571419
924,994938,140,544,811,0.05490178571428572
925,995137,100,548,803,0.051401785714285886
926,995436,100,600,801,0.03459821428571397
927,996732,120,554,808,0.013901785714286241
928,998926,199,107,238,0.01659821428571373
929,999922,159,163,604,0.03740178571428565
930,1000241,219,165,601,0.03740178571428565
931,1002115,100,219,744,0.020098214285714455
932,1006522,120,276,767,0.07590178571428563
933,1006940,100,244,791,0.09590178571428609
934,1008635,100,313,846,0.019401785714285857
935,1009931,100,308,855,0.21140178571428603
936,1012284,179,248,690,0.07459821428571445
937,1012962,159,266,693,0.1030982142857142
938,1013859,279,96,235,0.0485982142857142
939,1015174,239,110,236,
940,1015513,199,273,181,0.05009821428571426
941,1015812,399,103,219,
942,1016271,239,291,251,0.0355982142857143
943,1016929,279,340,643,0.31109821428571394
944,1017228,279,272,696,0.0835982142857139
945,1019820,279,374,532,0.061901785714286284
946,1020996,179,306,541,0.06590178571428584
947,1021196,100,302,550,0.026098214285713794
948,1021355,100,445,503,0.017598214285714064
949,1021933,100,383,530,0.01990178571428558
950,1024047,100,967,539,
951,1026698,100,514,198,0.06109821428571394
952,1028832,100,128,219,0.074598214285714
953,1030526,279,934,474,0.13190178571428568
954,1031025,120,1138,729,
955,1031284,120,1165,724,0.15440178571428564
956,1031723,120,896,666,0.0019017857142857864
957,1031982,120,904,636,0.042401785714285545
958,1033158,100,863,680,0.2704017857142862
959,1033617,120,818,635,0.27790178571428603
960,1034534,120,864,635,0.04640178571428599
961,1035551,199,799,581,0.0445982142857142
962,1036627,140,882,696,0.09759821428571414
963,1036966,259,881,800,0.04259821428571353
964,1037624,199,864,729,0.04509821428571392
965,1038023,100,864,609,0.0714017857142859
966,1039199,139,727,687,0.10990178571428633
967,1039678,259,699,614,0.13540178571428596
968,1039957,140,701,634,0.0859017857142863
969,1044662,219,477,519,0.11240178571428583
970,1045639,100,264,755,0.06390178571428606
971,1045938,120,556,650,0.06890178571428596
972,1046855,100,422,895,0.10009821428571408
973,1047932,120,530,656,0.04309821428571414
974,1048390,120,454,701,0.03990178571428604
975,1049347,159,129,641,0.07090178571428574
976,1050245,139,304,602,0.01459821428571395
977,1050962,219,274,657,0.023098214285714125
978,1051580,159,355,629,0.020098214285714455
979,1052198,140,367,538,0.1259017857142859
980,1052876,100,304,657,0.18859821428571433
981,1053993,140,307,618,0.06390178571428606
982,1055628,120,345,628,0.043598214285713865
983,1056206,140,754,580,
984,1056884,100,584,279,
985,1057083,100,677,278,
986,1057861,299,551,291,
987,1058419,120,317,244,0.07259821428571422
988,1058578,100,302,244,
989,1058798,140,84,247,0.03140178571428587
990,1059795,140,270,715,0.018098214285713787
991,1062346,120,814,498,0.023598214285714292
992,1078516,140,900,431,0.03240178571428576
993,1093569,120,407,708,
994,1096141,140,658,261,
995,1096460,319,660,272,
996,1097915,259,494,268,
997,1098314,160,500,252,0.04409821428571448
998,1098493,159,494,253,0.018098214285713787
999,1098792,259,478,127,0.14259821428571406
1000,1099271,140,487,247,0.07359821428571411
1001,1099929,478,507,248,
1002,1100427,219,503,245,0.0835982142857139
1003,1100726,140,504,246,
1004,1101105,100,505,255,0.07290178571428552
1005,1101245,140,480,281,0.010098214285714224
1006,1103657,100,211,579,0.125098214285714
1007,1111114,159,473,654,
1008,1111911,159,551,585,
1009,1113845,100,175,483,
1010,1115420,120,227,691,0.01240178571428574
1011,1120564,100,54,261,0.042401785714285545
1012,1122179,100,248,584,
1013,1122498,100,294,544,0.2754017857142861
1014,1123016,100,393,603,0.2174017857142858
1015,1125090,100,301,860,
1016,1125369,120,321,822,
1017,1144529,100,193,586,
1018,1146523,120,204,634,
1019,1147141,120,267,755,0.12640178571428606
1020,1151427,219,401,509,0.21859821428571413
1021,1155794,100,326,615,0.032901785714285925
1022,1158007,140,354,680,0.06909821428571394
1023,1159602,160,238,760,0.08590178571428542
1024,1159980,100,207,711,
1025,1162194,100,243,610,0.10590178571428588
1026,1162612,159,276,617,0.10990178571428588
1027,1162852,139,272,620,
1028,1163011,219,259,586,0.20340178571428602
1029,1163290,239,260,603,0.12140178571428617
1030,1163868,120,377,584,0.017598214285714064
1031,1164726,100,797,569,0.018401785714285523
1032,1164845,100,834,522,0.12290178571428578
1033,1165324,199,112,333,0.3329017857142862
1034,1180357,160,1018,719,0.13840178571428607
1035,1181433,140,1169,663,0.07390178571428585
1036,1184244,100,1188,756,
1037,1184364,179,1188,736,0.1244017857142854
1038,1189269,100,1012,628,
1039,1192678,120,1024,673,0.0575982142857141
1040,1193416,160,851,869,
1041,1195748,100,777,666,0.04240178571428599
1042,1195968,120,804,706,0.04240178571428599
1043,1197224,359,295,318,0.27240178571428597
1044,1198420,140,323,759,0.18590178571428595
1045,1198898,160,775,608,0.10490178571428554
1046,1199078,120,773,592,0.1339017857142859
1047,1200035,100,998,635,0.05509821428571415
1048,1201730,120,1161,500,0.08809821428571407
1049,1202627,100,836,568,0.12759821428571438
1050,1202886,120,871,389,0.00790178571428557
1051,1203125,140,855,590,0.11559821428571393
1052,1203763,120,1033,427,0.028098214285714018
1053,1204222,139,991,388,0.24159821428571426
1054,1204601,219,1176,455,0.17509821428571426
1055,1205677,160,963,442,
1056,1206475,159,991,435,0.15359821428571419
1057,1206834,219,996,425,0.312598214285714
1058,1209605,140,1059,547,0.04309821428571414
1059,1210462,160,1145,629,0.15590178571428615
1060,1210761,199,1194,664,0.050401785714285996
1061,1211100,140,1064,628,0.044901785714285936
1062,1213154,120,1128,820,0.14940178571428575
1063,1214091,239,1207,748,0.17090178571428538
1064,1214350,140,1171,746,0.1694017857142862
1065,1214988,100,1008,555,0.13190178571428568
1066,1215108,419,1003,553,0.3454017857142859
1067,1215546,120,957,532,0.2799017857142858
1068,1215766,119,892,589,
1069,1215905,140,911,567,0.3099017857142856
1070,1217002,160,1039,673,0.19840178571428613
1071,1217181,100,1044,697,0.1269017857142858
1072,1217460,100,1050,700,0.1529017857142856
1073,1217640,120,1086,689,0.07090178571428574
1074,1217799,120,1086,705,0.024098214285714015
1075,1218098,180,1078,697,0.10140178571428571
1076,1218437,120,1047,706,0.0714017857142859
1077,1218577,120,1047,694,0.004401785714286177
1078,1218776,100,1039,679,0.09490178571428576
1079,1219155,279,1036,694,0.19590178571428574
1080,1219833,139,1151,736,0.08140178571428613
1081,1220212,100,1156,691,0.023901785714286028
1082,1220670,100,1150,777,0.09909821428571419
1083,1222026,100,1068,686,0.1154017857142855
1084,1222186,100,1079,676,0.0974017857142857
1085,1222544,219,1108,679,0.03740178571428565
1086,1223382,139,921,760,0.027401785714285865
1087,1223581,179,921,771,0.1039017857142861
1088,1225176,180,989,800,0.07040178571428557
1089,1226811,199,984,824,0.1559017857142857
1090,1229483,239,1030,475,
1091,1229941,199,1022,456,
1092,1230480,180,983,495,0.004598214285714164
1093,1230759,160,1042,596,
1094,1230958,100,1014,636,0.1020982142857143
1095,1231157,120,808,554,0.011098214285714114
1096,1231955,160,796,523,0.11490178571428578
1097,1232254,120,899,610,0.11740178571428572
1098,1232832,100,951,718,0.020901785714285914
1099,1233251,219,1023,497,0.18490178571428562
1100,1233570,179,1143,563,0.13090178571428623
1101,1234128,160,459,281,0.041598214285714086
1102,1234886,100,500,236,0.12290178571428534
1103,1236441,259,487,276,0.19909821428571428
1104,1237338,160,478,258,
1105,1237538,359,475,261,
1106,1237936,379,473,253,
1107,1238335,100,481,252,0.1015982142857137
1108,1238514,179,697,254,
1109,1238734,160,784,263,0.11509821428571376
1110,1238913,179,838,260,
1111,1239412,180,499,252,0.01590178571428602
1112,1239631,718,494,262,
1113,1240408,219,319,252,
1114,1240708,100,259,217,
1115,1241126,239,113,246,0.00690178571428568
1116,1241425,359,167,214,0.043598214285713865
1117,1244874,120,349,667,0.14759821428571396
1118,1245174,120,366,650,0.1315982142857144
1119,1245333,259,363,616,0.10990178571428588
1120,1248603,100,1146,781,0.06809821428571361
1121,1249081,140,394,678,0.0049017857142859
1122,1249241,100,356,637,0.01590178571428602
1123,1249380,120,347,647,0.1194017857142855
1124,1249540,259,366,635,0.011598214285714281
1125,1250178,140,363,645,0.08609821428571429
1126,1250916,160,366,626,0.14509821428571446
1127,1251155,100,362,631,0.3130982142857137
1128,1251314,159,364,633,0.2560982142857142
1129,1251574,100,370,650,0.13509821428571378
1130,1251892,140,362,667,0.17109821428571426
1131,1252072,159,368,687,0.13459821428571406
1132,1252251,100,358,658,0.2240982142857142
1133,1253368,100,356,648,0.045098214285714366
1134,1253487,140,359,649,0.012401785714286184
1135,1253687,100,356,642,0.020901785714285914
1136,1254305,140,244,705,0.03690178571428593
1137,1254604,159,281,648,0.15059821428571407
1138,1255641,159,277,625,0.10540178571428616
1139,1255840,100,278,638,0.02609821428571424
1140,1256398,100,382,546,0.11040178571428605
1141,1256618,100,374,623,0.12959821428571416
1142,1257016,140,368,637,0.03909821428571458
1143,1258033,120,469,528,0.042901785714286156
1144,1258193,100,475,513,0.0024017857142855092
1145,1259987,259,257,205,0.05390178571428628
1146,1260406,100,408,543,0.13559821428571395
1147,1260964,100,981,540,0.013901785714285797
1148,1262260,199,795,605,
1149,1263177,100,757,634,0.013598214285714061
1150,1263356,239,761,649,
1151,1265131,199,386,614,0.04259821428571442
1152,1265350,100,377,621,0.028098214285714018
1153,1265510,179,382,632,0.12309821428571421
1154,1266028,160,447,625,
1155,1266507,120,291,596,0.022901785714285694
1156,1266666,160,270,579,0.06659821428571444
1157,1269736,180,476,740,0.08140178571428613
1158,1270394,120,538,538,
1159,1271032,100,312,590,0.040401785714285765
1160,1271611,179,243,530,0.055598214285713876
1161,1271810,100,230,511,0.05490178571428572
1162,1271930,160,226,509,0.10190178571428543
1163,1272129,140,311,521,0.002598214285714384
1164,1272448,140,295,532,0.054598214285713986
1165,1272887,199,245,412,
1166,1273405,100,228,423,0.09159821428571391
1167,1273525,100,226,399,
1168,1274143,159,293,454,0.11890178571428578
1169,1275478,199,256,445,0.12309821428571421
1170,1275817,180,139,448,0.14709821428571423
1171,1276096,100,360,531,0.022098214285714235
1172,1276336,100,459,512,0.09559821428571436
1173,1277034,100,17,507,0.16340178571428599
1174,1277632,120,228,456,0.08609821428571429
1175,1278230,140,22,792,0.025401785714286085
1176,1278549,140,73,860,0.09909821428571419
1177,1278928,100,849,826,0.11309821428571443
1178,1279366,119,936,883,0.020598214285714178
1179,1279984,140,851,815,0.03440178571428554
1180,1280303,120,957,820,0.0210982142857139
1181,1280961,179,322,664,0.0010982142857143273
1182,1282218,100,137,579,0.01459821428571395
1183,1282536,140,224,547,0.19559821428571444
1184,1282855,100,228,553,0.22459821428571392
1185,1282975,100,217,522,0.11209821428571409
1186,1283234,140,145,714,0.05059821428571398
1187,1283513,100,146,692,0.18359821428571443
1188,1284510,140,164,718,0.0005982142857141604
1189,1285029,120,411,705,0.06209821428571427
1190,1285567,120,418,762,
1191,1285766,120,490,710,0.024598214285713738
1192,1286304,219,242,555,0.2060982142857144
1193,1286703,139,297,576,0.02559821428571407
1194,1286903,140,296,583,0.10409821428571409
1195,1287142,100,281,650,0.10459821428571381
1196,1287640,100,360,735,0.09059821428571402
1197,1288198,120,301,795,0.1095982142857137
1198,1289375,160,114,826,0.15640178571428587
1199,1290252,160,35,847,0.06859821428571422
1200,1290472,120,81,896,0.10190178571428632
1201,1290890,100,131,837,0.012401785714286184
1202,1292186,100,191,756,0.08659821428571401
1203,1294120,219,143,743,0.07709821428571395
1204,1295894,179,222,710,0.002598214285714384
1205,1296792,160,219,702,0.05209821428571404
1206,1297250,140,258,678,0.09959821428571436
1207,1297430,140,286,664,0.2165982142857139
1208,1297629,100,297,669,0.23859821428571415
1209,1297848,120,283,663,0.19509821428571428
1210,1298446,140,272,688,0.12159821428571416
1211,1299184,120,243,767,0.23309821428571365
1212,1300081,160,235,645,0.015098214285713674
1213,1300600,120,252,750,0.02940178571428609
1214,1301397,100,329,723,0.05990178571428606
1215,1302793,139,284,659,0.07159821428571389
1216,1303032,100,278,670,0.012098214285714004
1217,1303311,100,292,663,0.03859821428571397
1218,1303451,100,293,654,0.012401785714286184
1219,1304188,259,282,660,0.22309821428571386
1220,1304527,120,288,662,0.03359821428571408
1221,1304906,140,289,672,0.1745982142857141
1222,1306182,160,280,645,
1223,1306382,259,284,673,0.08609821428571429
1224,1306661,100,300,664,0.09059821428571402
1225,1307099,180,291,674,0.06459821428571377
1226,1307498,120,286,670,0.2525982142857144
1227,1308116,140,282,661,0.11259821428571382
1228,1308455,120,294,676,
1229,1308814,219,293,704,0.2575982142857143
1230,1310150,199,280,647,0.179598214285714
1231,1310469,160,292,664,
1232,1311506,120,286,649,0.10759821428571392
1233,1312303,179,282,662,0.07640178571428624
1234,1312901,180,288,658,0.1479017857142857
1235,1313100,239,286,655,0.11959821428571393
1236,1313420,199,284,661,0.1110982142857142
1237,1313639,100,278,652,0.005401785714285623
1238,1314038,259,281,660,0.05740178571428611
1239,1314516,299,284,648,0.025401785714286085
1240,1314935,120,282,648,0.19140178571428557
1241,1315154,259,293,669,0.07409821428571384
1242,1315872,259,282,658,0.0854017857142857
1243,1316310,100,278,648,0.13509821428571422
1244,1316669,219,281,664,0.0439017857142856
1245,1322292,100,1039,601,0.0029017857142856762
1246,1340495,159,755,477,0.18290178571428584
1247,1352876,219,85,206,0.2140982142857144
1248,1353294,219,74,205,
1249,1353793,199,48,253,
1250,1355149,140,89,246,
1251,1355448,179,77,222,
1252,1356345,120,94,277,
1253,1356724,120,74,233,0.13509821428571422
1254,1356863,180,65,201,
1255,1357162,459,66,172,
1256,1358379,160,325,184,0.15359821428571419
1257,1358957,180,42,213,
1258,1359575,179,125,365,
1259,1359914,239,64,214,0.06959821428571367
1260,1360193,259,65,204,0.03259821428571419
1261,1361668,578,66,214,0.10640178571428605
1262,1362286,259,68,214,0.03590178571428648
1263,1362586,698,73,215,0.030098214285714242
1264,1363722,160,255,692,0.04709821428571459
1265,1363961,100,267,684,
1266,1364200,139,285,706,0.014098214285714228
1267,1364519,199,275,681,
1268,1366414,179,282,203,
1269,1366772,180,113,214,
1270,1366972,180,256,213,
1271,1367191,259,262,208,
1272,1367590,219,261,205,0.053098214285714374
1273,1368108,239,904,477,0.18059821428571432
1274,1368367,219,933,457,0.11009821428571431
1275,1368806,379,319,198,0.0324017857142862
1276,1369583,359,353,199,0.16659821428571409
1277,1369962,139,355,207,
1278,1370122,120,347,205,0.06459821428571377
1279,1370381,319,377,217,0.1150982142857142
1280,1370840,199,371,227,0.11959821428571393
1281,1371079,160,385,231,0.09309821428571396
1282,1371358,279,377,214,
1283,1371657,179,378,221,
1284,1371976,359,381,216,
1285,1372375,160,73,224,
1286,1372674,279,216,222,
1287,1372973,259,213,228,0.19759821428571422
1288,1373252,518,214,236,
1289,1386949,379,83,249,
1290,1387348,4785,87,260,0.09459821428571402
1291,1392173,299,276,208,0.008401785714285737
1292,1392711,100,289,191,0.2060982142857144
1293,1392830,100,301,206,0.08309821428571418
1294,1393170,159,301,215,
1295,1448157,120,126,237,
1296,1448875,140,93,231,0.012598214285714171
1297,1449034,498,84,272,
1298,1449553,997,99,292,
1299,1450590,459,267,225,0.1575982142857142
1300,1451248,1316,293,183,0.2550982142857139
1301,1452583,1854,330,199,0.19409821428571394
1302,1454716,578,376,237,
1303,1474954,140,526,495,0.06440178571428579
1304,1475332,120,145,246,
1305,1476947,160,36,268,
1306,1477784,199,80,269,0.18159821428571377
1307,1478223,259,517,504,0.38259821428571383
1308,1478642,140,548,495,0.08209821428571429
1309,1479160,120,125,266,0.037098214285713915
1310,1479519,159,97,251,0.013901785714286241
1311,1479698,199,124,272,
1312,1479918,159,111,271,0.0835982142857139
1313,1480256,120,111,252,0.04959821428571409
1314,1480715,259,153,268,0.11559821428571393
1315,1481094,179,109,271,
1316,1481413,259,112,269,0.05390178571428583
1317,1481792,180,123,263,
1318,1482091,179,125,266,0.03759821428571408
1319,1482290,419,120,275,
1320,1482729,140,261,263,0.010598214285713947
1321,1482908,160,265,259,
1322,1483287,179,262,245,0.1934017857142858
1323,1483686,120,791,675,0.18909821428571405
1324,1483905,180,829,677,0.028598214285714185
1325,1484304,120,296,287,0.15790178571428548
1326,1484443,120,273,246,0.20190178571428596
1327,1484782,379,289,247,0.05390178571428583
1328,1485281,140,317,261,
1329,1486158,120,776,663,
1330,1486577,100,784,687,0.05340178571428611
1331,1486716,140,771,701,0.05190178571428561
1332,1486956,100,765,664,
1333,1487474,179,434,483,0.0340982142857138
1334,1487673,100,443,481,0.04340178571428588
1335,1487793,478,440,485,0.02790178571428603
1336,1489169,199,327,699,0.041598214285714086
1337,1490086,140,246,726,0.13559821428571395
1338,1490385,139,248,714,0.038098214285713805
1339,1491242,100,315,708,
1340,1491441,100,318,685,0.09059821428571446
1341,1491960,100,212,723,0.09859821428571403
1342,1492279,100,218,720,0.030401785714285978
1343,1492757,160,319,670,0.09109821428571419
1344,1493016,239,918,598,0.04640178571428599
1345,1493356,140,333,679,0.01240178571428574
1346,1493654,140,895,520,0.04990178571428583
1347,1494253,120,925,481,0.01909821428571412
1348,1497981,199,1134,742,0.07659821428571423
1349,1498679,100,939,737,0.20009821428571417
1350,1498998,100,1145,772,0.08009821428571406
1351,1499277,120,1127,749,0.09109821428571419
1352,1499955,140,941,723,0.14709821428571423
1353,1500952,180,1030,789,0.010598214285714391
1354,1501450,100,780,660,0.009901785714285793
1355,1502188,140,797,498,0.046098214285714256
1356,1502367,140,799,532,0.09609821428571408
1357,1502965,199,879,511,0.13840178571428563
1358,1503703,199,819,441,0.07009821428571428
1359,1504042,219,824,467,0.008901785714285904
1360,1504301,100,824,454,0.09340178571428615
1361,1504461,100,858,517,0.0015982142857140502
1362,1505178,140,1035,632,0.12459821428571427
1363,1505776,199,1086,633,0.08009821428571406
1364,1506754,120,1094,706,0.11359821428571415
1365,1507052,100,1105,741,0.09709821428571441
1366,1507172,140,1120,708,0.125098214285714
1367,1508448,100,1103,667,0.13090178571428623
1368,1508727,120,1110,638,0.05390178571428628
1369,1508867,100,1104,625,0.08140178571428613
1370,1509046,140,1096,646,0.04959821428571409
1371,1509465,100,1081,663,0.003401785714285843
1372,1509584,239,1077,652,0.0010982142857143273
1373,1510043,140,1127,754,0.05709821428571438
1374,1510721,100,331,698,0.12390178571428567
1375,1511439,120,210,677,0.02690178571428614
1376,1512017,160,291,685,0.058598214285714434
1377,1512396,199,297,695,0.1380982142857139
1378,1513991,259,320,672,0.04559821428571453
1379,1514708,120,253,717,0.024098214285714015
1380,1515008,179,309,676,0.13509821428571378
1381,1515486,140,420,545,0.1670982142857138
1382,1515686,100,433,553,0.12409821428571366
1383,1516204,100,1045,697,0.0859017857142863
1384,1516423,100,990,612,0.1419017857142859
1385,1516782,159,1056,681,0.00690178571428568
1386,1517400,120,442,513,0.037098214285713915
1387,1517779,100,345,578,0.044401785714285325
1388,1517978,100,446,507,0.14240178571428563
1389,1518098,120,441,500,0.06540178571428612
1390,1518238,140,447,479,
1391,1518457,279,498,463,0.12359821428571394
1392,1518995,100,395,522,0.014098214285713784
1393,1520032,100,1077,641,0.10959821428571415
1394,1520331,179,1078,647,0.028401785714285754
1395,1520790,140,1053,529,
1396,1521328,359,422,537,0.08509821428571396
1397,1521786,120,1104,705,0.03809821428571425
1398,1524099,160,1016,581,0.10059821428571425
1399,1524797,100,480,549,0.09359821428571413
1400,1525176,100,529,459,0.05609821428571404
1401,1526153,100,88,204,0.06390178571428606
1402,1526531,160,82,271,0.12159821428571416
1403,1526731,359,297,211,0.1615982142857142
1404,1527130,698,84,243,0.17159821428571398
1405,1527847,100,83,246,0.009598214285714057
1406,1527967,459,87,236,0.0844017857142858
1407,1528446,259,135,223,0.049098214285713926
1408,1528725,179,306,223,0.037098214285713915
1409,1528944,359,307,219,0.049098214285713926
1410,1529323,100,304,252,0.011098214285714114
1411,1529442,159,311,270,0.06909821428571394
1412,1529622,379,316,278,0.04109821428571436
1413,1530100,299,78,276,0.145098214285714
1414,1530419,319,99,233,0.06359821428571433
1415,1530758,279,97,236,0.017401785714286078
1416,1531057,299,84,256,0.0009017857142854524
1417,1531416,478,295,212,
1418,1531914,518,116,257,0.02709821428571413
1419,1532453,140,107,247,0.08159821428571412
1420,1532612,159,67,283,0.10759821428571392
1421,1532812,159,77,309,0.08709821428571374
1422,1533988,160,41,286,0.08059821428571379
1423,1534188,159,43,288,
1424,1534486,160,40,279,
1425,1534825,319,47,290,0.22159821428571425
1426,1535264,199,78,291,
1427,1535623,120,113,298,
1428,1535782,160,113,302,0.2735982142857143
1429,1535962,379,281,273,0.32909821428571373
1430,1536420,419,270,280,
1431,1536879,259,270,285,0.18059821428571432
1432,1537577,359,293,273,
1433,1539092,299,108,243,0.06709821428571416
